,GISJOIN,cluster_id,distance,is_parent,frac_distance,sample_percent
0,G0100010,28,2.045454545454504,0.0,0.011363636363636364,0.052272727272727276
1,G0100030,8,47.464285714285325,0.0,0.15808823529411764,0.08161764705882353
2,G0100050,51,5.167381974248201,0.0,0.10416666666666667,0.07083333333333333
3,G0100070,51,16.8326180257518,0.0,0.3471924177396583,0.11943848354793167
4,G0100090,16,97.49285714285725,0.0,0.9056603773584906,0.23113207547169812
5,G0100110,29,14.366883116883173,0.0,0.2900578501278091,0.10801157002556183
6,G0100130,51,28.1673819742482,0.0,0.5833333333333334,0.16666666666666669
7,G0100150,22,6.73913043478251,0.0,0.03402646502835416,0.05680529300567083
8,G0100170,24,77.50520833333371,0.0,0.7265133647798814,0.1953026729559763
9,G0100190,29,27.366883116883173,0.0,0.5593972823893462,0.16187945647786922
10,G0100210,24,24.505208333333712,0.0,0.22651336477988138,0.09530267295597628
11,G0100230,48,53.77093596059058,0.0,1.0,0.25
12,G0100250,24,26.494791666666288,0.0,0.24528301886792453,0.09905660377358491
13,G0100270,29,33.36688311688317,0.0,0.6837077895869785,0.18674155791739572
14,G0100290,29,19.633116883116827,0.0,0.39916588187810975,0.12983317637562197
15,G0100310,16,55.50714285714275,0.0,0.5095687331536368,0.15191374663072738
